               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.011341,           0.0069769,          0.00098881,             0.94073,             0.95416,              0.9708,             0.87717,            0.010535,           0.0065988,           0.0033521,             0.00472,             0.00472,             0.00472
                 162,            0.011806,            0.006904,           0.0010868,             0.94365,             0.95063,             0.97873,             0.88503,            0.010603,           0.0065442,           0.0034492,            0.004687,            0.004687,            0.004687
                 163,            0.011505,           0.0067671,           0.0011522,             0.93912,             0.95204,             0.97424,             0.88026,              0.0106,           0.0064923,           0.0034212,            0.004654,            0.004654,            0.004654
                 164,            0.011433,           0.0068793,           0.0011467,             0.94356,             0.95755,             0.97158,             0.87768,            0.010553,           0.0064201,           0.0029811,            0.004621,            0.004621,            0.004621
                 165,             0.01135,           0.0069605,           0.0011282,             0.92454,             0.98816,             0.97511,             0.88958,            0.010489,             0.00651,           0.0029764,            0.004588,            0.004588,            0.004588
                 166,            0.011182,           0.0067223,           0.0010291,             0.92402,             0.96937,             0.97519,             0.88371,             0.01059,           0.0066681,           0.0030006,            0.004555,            0.004555,            0.004555
                 167,            0.011275,           0.0068109,          0.00098267,             0.93449,               0.964,             0.97689,             0.88147,            0.010586,           0.0068963,           0.0029526,            0.004522,            0.004522,            0.004522
                 168,            0.011309,            0.006867,          0.00099932,             0.93919,             0.95521,             0.97602,             0.88221,            0.010496,           0.0068535,           0.0033779,            0.004489,            0.004489,            0.004489
                 169,            0.011337,           0.0065184,          0.00096207,             0.90705,             0.98464,             0.96969,              0.8773,             0.01051,           0.0068103,           0.0030936,            0.004456,            0.004456,            0.004456
                 170,            0.011399,           0.0064839,          0.00089735,             0.91487,             0.98121,             0.96948,             0.87712,             0.01041,           0.0067099,           0.0031262,            0.004423,            0.004423,            0.004423
                 171,            0.011341,           0.0065706,           0.0010132,             0.93728,             0.95146,             0.97175,             0.88106,             0.01059,           0.0067863,           0.0033798,             0.00439,             0.00439,             0.00439
                 172,            0.010815,           0.0064607,          0.00087458,             0.94054,             0.95144,             0.97526,             0.88467,            0.010514,           0.0067899,           0.0033862,            0.004357,            0.004357,            0.004357
                 173,            0.011216,           0.0063801,           0.0010277,             0.94358,             0.96038,             0.97649,             0.88644,            0.010638,           0.0068202,           0.0030562,            0.004324,            0.004324,            0.004324
                 174,            0.011398,           0.0067013,           0.0010205,             0.91279,             0.97785,             0.97502,             0.88447,            0.010544,           0.0066692,           0.0030967,            0.004291,            0.004291,            0.004291
                 175,             0.01113,           0.0065525,          0.00087041,              0.9195,             0.97691,             0.97741,             0.88522,            0.010518,            0.006649,            0.003035,            0.004258,            0.004258,            0.004258
                 176,            0.010993,           0.0067274,          0.00098823,             0.93447,             0.94916,             0.97555,             0.87964,            0.010729,           0.0068283,           0.0030716,            0.004225,            0.004225,            0.004225
                 177,            0.010848,            0.006292,          0.00083822,             0.92307,             0.97511,             0.97107,             0.88066,            0.010675,            0.006892,           0.0030901,            0.004192,            0.004192,            0.004192
                 178,            0.010891,           0.0065922,           0.0009221,             0.92455,             0.97909,             0.97251,             0.87857,            0.010618,           0.0067844,            0.003132,            0.004159,            0.004159,            0.004159
                 179,            0.010572,           0.0063461,          0.00076676,              0.9203,             0.98466,             0.97207,             0.87777,            0.010546,           0.0067539,           0.0030321,            0.004126,            0.004126,            0.004126
                 180,            0.010982,           0.0065558,          0.00097063,             0.92587,             0.97344,             0.97123,             0.87767,            0.010503,           0.0065715,           0.0030272,            0.004093,            0.004093,            0.004093
                 181,            0.010901,           0.0065705,          0.00086672,             0.93387,             0.96296,             0.97452,              0.8814,            0.010586,           0.0066559,           0.0031487,             0.00406,             0.00406,             0.00406
                 182,            0.010816,           0.0064096,          0.00081869,             0.92136,             0.98295,             0.97296,             0.87813,            0.010597,           0.0066901,           0.0034199,            0.004027,            0.004027,            0.004027
                 183,            0.010779,           0.0064492,          0.00098687,             0.92525,             0.97862,             0.97381,             0.87865,            0.010606,           0.0065792,           0.0033655,            0.003994,            0.003994,            0.003994
                 184,            0.010867,           0.0064511,          0.00082795,             0.93056,             0.97288,              0.9766,             0.88051,            0.010556,            0.006555,           0.0032505,            0.003961,            0.003961,            0.003961
                 185,            0.010541,           0.0065511,          0.00085067,             0.92045,             0.97176,             0.97192,             0.88045,            0.010556,           0.0067979,           0.0035421,            0.003928,            0.003928,            0.003928
                 186,            0.010804,            0.006425,           0.0009553,             0.91977,             0.97115,             0.96668,             0.87677,            0.010528,           0.0067692,           0.0036748,            0.003895,            0.003895,            0.003895
                 187,            0.010747,            0.006383,           0.0008737,             0.92681,             0.97485,             0.97088,             0.88166,            0.010487,           0.0066532,           0.0035648,            0.003862,            0.003862,            0.003862
                 188,            0.010616,           0.0065511,          0.00097868,             0.92185,             0.97411,             0.97032,             0.87622,             0.01059,           0.0067668,           0.0038138,            0.003829,            0.003829,            0.003829
                 189,            0.010583,           0.0064321,           0.0009311,             0.92533,             0.97187,             0.97284,             0.88081,            0.010563,           0.0068138,           0.0033835,            0.003796,            0.003796,            0.003796
                 190,            0.010755,           0.0065092,          0.00095163,             0.92444,             0.97314,             0.97118,             0.87579,            0.010534,           0.0068049,           0.0033293,            0.003763,            0.003763,            0.003763
                 191,            0.010271,           0.0062466,          0.00069515,             0.92713,             0.97341,             0.97205,             0.87587,            0.010503,           0.0068328,           0.0034822,             0.00373,             0.00373,             0.00373
                 192,             0.01058,           0.0064362,           0.0007459,             0.92709,             0.97703,             0.97377,             0.88204,            0.010443,           0.0067481,           0.0036785,            0.003697,            0.003697,            0.003697
                 193,            0.010657,           0.0064964,          0.00084867,              0.9209,             0.97742,             0.97304,             0.88261,            0.010497,            0.006744,           0.0036847,            0.003664,            0.003664,            0.003664
                 194,             0.01053,           0.0062522,          0.00088092,             0.92366,             0.97844,             0.97644,             0.88564,            0.010443,           0.0066969,           0.0033237,            0.003631,            0.003631,            0.003631
                 195,            0.010254,           0.0063549,          0.00073356,             0.91937,              0.9821,             0.97537,              0.8818,            0.010427,           0.0068333,           0.0030864,            0.003598,            0.003598,            0.003598
                 196,            0.010186,           0.0063439,          0.00072515,              0.9193,             0.98066,             0.97149,              0.8806,            0.010384,           0.0068258,           0.0034165,            0.003565,            0.003565,            0.003565
                 197,            0.010318,           0.0061095,          0.00076331,             0.92259,             0.97192,             0.97482,             0.88078,            0.010446,           0.0067465,           0.0034278,            0.003532,            0.003532,            0.003532
                 198,            0.010246,            0.006334,          0.00091691,             0.92555,             0.97895,             0.97648,             0.88428,            0.010425,           0.0066478,           0.0033117,            0.003499,            0.003499,            0.003499
                 199,            0.010233,           0.0063392,          0.00081985,             0.91765,             0.97427,             0.97663,             0.88478,            0.010465,           0.0066301,           0.0032653,            0.003466,            0.003466,            0.003466
                 200,            0.010159,           0.0063613,          0.00077876,             0.91981,             0.97976,             0.97739,             0.88398,            0.010466,           0.0065341,           0.0032051,            0.003433,            0.003433,            0.003433
                 201,            0.010144,           0.0061388,          0.00072373,             0.93653,             0.95457,             0.97775,              0.8881,            0.010378,           0.0065442,           0.0031563,              0.0034,              0.0034,              0.0034
                 202,            0.010263,           0.0062729,           0.0007012,             0.93626,             0.95724,              0.9771,             0.88506,            0.010374,           0.0064976,           0.0031629,            0.003367,            0.003367,            0.003367
                 203,            0.010136,           0.0061456,          0.00074684,             0.93054,             0.95698,             0.97718,             0.88278,            0.010403,           0.0064948,           0.0032435,            0.003334,            0.003334,            0.003334
                 204,            0.010036,           0.0063001,          0.00066768,             0.92875,             0.95657,             0.97755,             0.88664,            0.010335,           0.0065899,           0.0032528,            0.003301,            0.003301,            0.003301
                 205,           0.0099996,           0.0062275,          0.00065167,             0.93195,             0.95989,             0.97725,             0.88442,            0.010254,           0.0066496,           0.0030942,            0.003268,            0.003268,            0.003268
                 206,            0.010085,           0.0061263,          0.00064805,             0.92501,             0.96501,             0.97892,             0.88742,            0.010172,           0.0066068,           0.0033248,            0.003235,            0.003235,            0.003235
                 207,            0.010016,           0.0062167,          0.00080598,             0.91134,             0.97882,             0.97554,             0.88699,            0.010189,           0.0065806,           0.0033868,            0.003202,            0.003202,            0.003202
                 208,            0.010122,           0.0061473,          0.00088706,             0.92766,             0.97482,             0.97308,             0.88038,            0.010239,           0.0065323,           0.0035214,            0.003169,            0.003169,            0.003169
                 209,           0.0098708,           0.0060854,          0.00067243,             0.92653,             0.97644,               0.973,             0.88589,            0.010293,           0.0065866,           0.0032294,            0.003136,            0.003136,            0.003136
                 210,           0.0098602,           0.0060057,          0.00069933,             0.92628,             0.98328,             0.97623,             0.88494,            0.010274,           0.0065622,           0.0030369,            0.003103,            0.003103,            0.003103
                 211,           0.0098615,           0.0061985,          0.00072331,             0.92686,             0.97897,             0.98094,             0.88977,            0.010344,           0.0065789,           0.0029966,             0.00307,             0.00307,             0.00307
                 212,           0.0097654,           0.0060943,          0.00071138,             0.92883,             0.97925,             0.98169,             0.89199,            0.010357,           0.0065864,           0.0030475,            0.003037,            0.003037,            0.003037
                 213,            0.009658,           0.0059292,          0.00066359,             0.92693,             0.98192,             0.98193,             0.89191,            0.010282,           0.0064746,           0.0033202,            0.003004,            0.003004,            0.003004
                 214,           0.0098891,           0.0059421,          0.00079208,             0.93009,             0.97841,             0.97844,              0.8861,            0.010314,           0.0064476,           0.0032302,            0.002971,            0.002971,            0.002971
                 215,           0.0097063,           0.0060554,          0.00066722,             0.92576,             0.98197,             0.97662,             0.88462,            0.010336,           0.0064979,           0.0029865,            0.002938,            0.002938,            0.002938
                 216,           0.0096625,           0.0059773,          0.00064652,             0.92222,             0.98266,             0.97759,             0.88729,            0.010289,           0.0065769,           0.0030599,            0.002905,            0.002905,            0.002905
                 217,            0.009475,           0.0059464,          0.00070323,             0.92761,             0.97664,             0.97704,             0.88114,            0.010266,           0.0066676,           0.0030792,            0.002872,            0.002872,            0.002872
                 218,           0.0095653,           0.0059413,          0.00068058,             0.92558,             0.97782,             0.97752,             0.88212,            0.010382,           0.0067315,           0.0030858,            0.002839,            0.002839,            0.002839
                 219,           0.0095949,           0.0061073,          0.00072177,              0.9242,             0.98277,             0.97538,             0.88237,            0.010352,           0.0066856,           0.0031692,            0.002806,            0.002806,            0.002806
                 220,           0.0098877,           0.0061678,           0.0007007,              0.9179,             0.98221,             0.97314,             0.88133,            0.010343,           0.0067066,           0.0031922,            0.002773,            0.002773,            0.002773
                 221,           0.0094932,           0.0060073,           0.0006205,             0.92004,             0.97538,             0.97347,             0.88194,            0.010266,           0.0066266,           0.0030848,             0.00274,             0.00274,             0.00274
                 222,           0.0097093,           0.0058542,          0.00056906,              0.9212,             0.97299,             0.97367,             0.88167,             0.01027,           0.0066409,           0.0030905,            0.002707,            0.002707,            0.002707
                 223,           0.0095321,           0.0059546,          0.00078386,              0.9137,              0.9824,             0.97365,             0.88099,            0.010274,           0.0066344,           0.0030955,            0.002674,            0.002674,            0.002674
                 224,            0.009529,           0.0060472,          0.00064533,             0.92147,             0.97423,             0.97465,               0.882,            0.010313,           0.0066978,           0.0030486,            0.002641,            0.002641,            0.002641
                 225,           0.0095714,           0.0057427,          0.00059428,              0.9241,             0.97174,             0.97294,             0.87859,            0.010322,           0.0067847,           0.0030333,            0.002608,            0.002608,            0.002608
                 226,           0.0095917,           0.0058303,           0.0005883,             0.91056,             0.98591,             0.97348,             0.88361,            0.010411,           0.0068457,           0.0031092,            0.002575,            0.002575,            0.002575
                 227,           0.0093913,           0.0060357,           0.0006094,             0.91693,             0.98688,             0.97052,             0.87927,            0.010415,           0.0068699,           0.0031791,            0.002542,            0.002542,            0.002542
                 228,           0.0095229,           0.0058598,          0.00083883,             0.92018,             0.97621,             0.97027,             0.87733,             0.01038,           0.0068831,           0.0033005,            0.002509,            0.002509,            0.002509
                 229,           0.0093379,           0.0059001,          0.00063878,             0.91981,             0.97586,             0.96722,             0.87584,            0.010361,           0.0068724,           0.0033953,            0.002476,            0.002476,            0.002476
                 230,           0.0092314,           0.0058266,          0.00054883,             0.92465,             0.97858,             0.97049,             0.88038,            0.010285,           0.0068897,           0.0034184,            0.002443,            0.002443,            0.002443
                 231,           0.0092186,           0.0058566,          0.00048505,             0.92117,             0.97962,             0.96866,             0.87909,            0.010201,           0.0068452,           0.0034395,             0.00241,             0.00241,             0.00241
                 232,            0.009081,           0.0057695,           0.0005502,             0.92374,             0.98231,             0.96814,             0.87749,            0.010218,           0.0068804,           0.0034169,            0.002377,            0.002377,            0.002377
                 233,           0.0092135,           0.0057019,          0.00057783,              0.9224,             0.98137,             0.97031,             0.88158,            0.010176,            0.006875,           0.0034248,            0.002344,            0.002344,            0.002344
                 234,           0.0089992,           0.0057054,          0.00053522,             0.92174,             0.98112,             0.96957,             0.88098,            0.010216,           0.0069251,           0.0033776,            0.002311,            0.002311,            0.002311
                 235,           0.0091627,           0.0057453,          0.00058721,             0.92159,              0.9819,             0.97137,             0.88174,            0.010165,           0.0068591,           0.0031748,            0.002278,            0.002278,            0.002278
                 236,            0.009107,           0.0057113,          0.00059626,             0.91885,              0.9841,             0.97168,             0.88427,            0.010164,           0.0067765,           0.0030892,            0.002245,            0.002245,            0.002245
                 237,           0.0091594,           0.0057475,          0.00066458,             0.91531,             0.98704,             0.97112,              0.8821,            0.010148,           0.0067641,           0.0030709,            0.002212,            0.002212,            0.002212
                 238,           0.0092061,           0.0057485,          0.00062624,             0.91712,             0.98204,             0.97071,             0.88353,            0.010116,            0.006722,           0.0031084,            0.002179,            0.002179,            0.002179
                 239,           0.0091887,           0.0058267,          0.00065009,             0.91762,              0.9824,             0.96672,             0.87684,            0.010164,           0.0066887,           0.0031483,            0.002146,            0.002146,            0.002146
                 240,            0.008874,           0.0055939,          0.00063231,             0.92128,              0.9767,             0.96381,             0.87238,            0.010177,           0.0066695,           0.0031266,            0.002113,            0.002113,            0.002113
                 241,           0.0089609,            0.005788,          0.00052327,             0.91969,             0.98113,             0.96498,             0.87571,            0.010205,           0.0066816,            0.003122,             0.00208,             0.00208,             0.00208
                 242,           0.0089786,           0.0056146,          0.00054726,             0.92142,             0.97446,             0.97172,             0.88172,            0.010173,           0.0067492,           0.0031573,            0.002047,            0.002047,            0.002047
                 243,           0.0090233,           0.0056374,          0.00058098,              0.9194,              0.9729,             0.97133,             0.88367,            0.010165,           0.0067669,           0.0032276,            0.002014,            0.002014,            0.002014
                 244,           0.0090077,           0.0056159,            0.000472,             0.91966,             0.97308,             0.96896,             0.88111,            0.010154,           0.0067689,           0.0033794,            0.001981,            0.001981,            0.001981
                 245,           0.0091227,           0.0058128,          0.00042715,             0.91843,             0.97744,             0.96854,             0.88009,            0.010165,            0.006775,           0.0034834,            0.001948,            0.001948,            0.001948
                 246,           0.0088803,            0.005482,          0.00051608,             0.92112,              0.9756,             0.96885,              0.8791,            0.010161,           0.0068256,           0.0034115,            0.001915,            0.001915,            0.001915
                 247,           0.0088586,           0.0055627,          0.00044348,              0.9247,             0.97763,              0.9667,             0.87642,            0.010163,           0.0068276,           0.0033434,            0.001882,            0.001882,            0.001882
                 248,           0.0088654,           0.0058428,           0.0004304,              0.9303,             0.98017,             0.96707,             0.87742,             0.01021,           0.0068779,           0.0032938,            0.001849,            0.001849,            0.001849
                 249,           0.0087616,           0.0054927,          0.00052452,             0.93048,             0.97954,             0.96803,             0.87912,            0.010163,              0.0069,           0.0032585,            0.001816,            0.001816,            0.001816
                 250,           0.0088659,           0.0055452,          0.00038517,             0.92954,              0.9798,             0.96873,             0.88362,             0.01012,           0.0068526,           0.0032193,            0.001783,            0.001783,            0.001783
                 251,           0.0085765,           0.0057869,          0.00049597,             0.93057,             0.97886,             0.96753,             0.88095,            0.010108,            0.006763,           0.0032493,             0.00175,             0.00175,             0.00175
                 252,           0.0087501,           0.0054983,          0.00041669,             0.92865,             0.97896,             0.96722,             0.87881,              0.0102,           0.0068057,           0.0033043,            0.001717,            0.001717,            0.001717
                 253,           0.0086149,           0.0054334,          0.00043699,              0.9288,             0.97696,             0.96668,             0.87973,            0.010244,           0.0068074,           0.0033666,            0.001684,            0.001684,            0.001684
                 254,           0.0084732,           0.0055476,          0.00048485,             0.92861,             0.97685,             0.96741,             0.88104,            0.010233,            0.006809,            0.003345,            0.001651,            0.001651,            0.001651
                 255,           0.0085651,           0.0055363,          0.00032592,              0.9282,              0.9752,             0.96702,             0.87971,            0.010216,           0.0068419,           0.0033307,            0.001618,            0.001618,            0.001618
                 256,           0.0084185,           0.0054848,          0.00042424,             0.92863,             0.97847,              0.9673,             0.88206,            0.010196,           0.0068624,           0.0032809,            0.001585,            0.001585,            0.001585
                 257,           0.0084258,           0.0055331,          0.00060785,             0.92845,             0.97875,             0.96716,             0.88059,            0.010197,           0.0068709,           0.0032783,            0.001552,            0.001552,            0.001552
                 258,           0.0084321,           0.0054783,          0.00045041,              0.9307,             0.97927,             0.96688,             0.88209,            0.010175,           0.0068519,           0.0032781,            0.001519,            0.001519,            0.001519
                 259,           0.0084734,            0.005317,          0.00044833,             0.92981,              0.9785,             0.96832,             0.88404,            0.010184,           0.0068467,            0.003312,            0.001486,            0.001486,            0.001486
                 260,           0.0083287,           0.0053629,          0.00042774,             0.93046,             0.97902,             0.96848,             0.88139,            0.010152,            0.006812,            0.003325,            0.001453,            0.001453,            0.001453
                 261,           0.0084243,           0.0053743,          0.00038876,             0.93051,             0.97891,             0.97037,             0.88505,            0.010152,            0.006845,           0.0033418,             0.00142,             0.00142,             0.00142
                 262,           0.0083943,           0.0053205,          0.00047469,             0.93024,             0.97901,             0.97196,              0.8878,            0.010138,           0.0068518,           0.0033531,            0.001387,            0.001387,            0.001387
                 263,           0.0084748,           0.0052597,          0.00047255,              0.9299,             0.97884,             0.97138,             0.88675,            0.010133,           0.0068351,           0.0033955,            0.001354,            0.001354,            0.001354
                 264,           0.0083389,           0.0054172,          0.00037937,             0.92959,             0.97865,             0.97087,             0.88614,            0.010144,           0.0068356,           0.0034378,            0.001321,            0.001321,            0.001321
                 265,           0.0083539,           0.0055043,           0.0003115,             0.92806,             0.97836,             0.97084,             0.88482,            0.010141,           0.0068531,           0.0034347,            0.001288,            0.001288,            0.001288
                 266,           0.0082563,           0.0052032,           0.0004579,             0.92829,             0.97827,             0.97099,             0.88612,             0.01012,           0.0068986,           0.0034418,            0.001255,            0.001255,            0.001255
                 267,           0.0082078,           0.0052799,            0.000422,             0.92847,             0.97811,             0.97084,             0.88659,            0.010123,           0.0069407,           0.0034434,            0.001222,            0.001222,            0.001222
                 268,           0.0083183,           0.0054185,           0.0004151,             0.92848,             0.97888,             0.97184,             0.88434,            0.010113,           0.0069585,           0.0034354,            0.001189,            0.001189,            0.001189
                 269,           0.0082521,           0.0053461,          0.00038084,             0.92953,             0.97874,             0.97219,             0.88983,            0.010127,           0.0069616,           0.0034587,            0.001156,            0.001156,            0.001156
                 270,           0.0082523,           0.0054395,          0.00043603,             0.92885,             0.97848,             0.97241,             0.88867,            0.010142,            0.006984,            0.003492,            0.001123,            0.001123,            0.001123
                 271,           0.0081721,           0.0051966,          0.00032405,              0.9276,             0.97884,             0.97108,             0.88807,            0.010142,           0.0070187,           0.0034824,             0.00109,             0.00109,             0.00109
                 272,           0.0082084,            0.005393,          0.00033051,             0.92626,              0.9807,             0.97149,             0.88764,            0.010146,           0.0070487,           0.0034167,            0.001057,            0.001057,            0.001057
                 273,           0.0079762,           0.0052892,          0.00040382,             0.92539,             0.97994,             0.97193,             0.88528,            0.010138,            0.007053,            0.003384,            0.001024,            0.001024,            0.001024
                 274,           0.0080677,           0.0052903,          0.00047313,             0.92532,             0.97988,             0.97194,              0.8856,            0.010107,           0.0070373,           0.0033918,            0.000991,            0.000991,            0.000991
                 275,           0.0080744,           0.0054685,          0.00036135,             0.92425,             0.98019,             0.97218,             0.88853,            0.010087,            0.007043,           0.0033874,            0.000958,            0.000958,            0.000958
                 276,             0.00814,           0.0052725,          0.00030258,             0.92342,             0.98274,             0.97229,              0.8871,            0.010069,           0.0070728,           0.0034163,            0.000925,            0.000925,            0.000925
                 277,           0.0079722,           0.0052303,          0.00040929,             0.92299,             0.98303,             0.97041,             0.88724,            0.010075,           0.0071049,           0.0034871,            0.000892,            0.000892,            0.000892
                 278,           0.0079596,           0.0052526,          0.00038915,             0.92253,             0.98282,             0.96942,             0.88599,            0.010107,           0.0071217,            0.003539,            0.000859,            0.000859,            0.000859
                 279,           0.0079775,           0.0050737,          0.00033736,             0.92222,             0.98219,             0.97225,              0.8884,            0.010105,           0.0071384,           0.0035801,            0.000826,            0.000826,            0.000826
                 280,           0.0080043,           0.0051376,           0.0003765,             0.92184,             0.98205,             0.97206,             0.88788,            0.010131,           0.0071415,           0.0035905,            0.000793,            0.000793,            0.000793
                 281,           0.0078409,           0.0051811,          0.00040307,             0.92148,             0.98271,             0.97219,             0.88748,            0.010153,           0.0071609,           0.0035872,             0.00076,             0.00076,             0.00076
                 282,           0.0079567,           0.0051696,          0.00033179,              0.9221,             0.98265,             0.97282,             0.88707,            0.010163,           0.0071765,           0.0035986,            0.000727,            0.000727,            0.000727
                 283,           0.0078277,           0.0051514,          0.00029899,             0.92227,             0.98204,              0.9729,             0.88578,            0.010151,           0.0071731,           0.0035992,            0.000694,            0.000694,            0.000694
                 284,           0.0078738,           0.0050623,          0.00030298,             0.92229,             0.98242,             0.97294,             0.88669,            0.010129,            0.007175,           0.0035762,            0.000661,            0.000661,            0.000661
                 285,           0.0078041,           0.0051922,          0.00035961,             0.92331,             0.98095,             0.97321,             0.88754,            0.010125,           0.0071822,           0.0035519,            0.000628,            0.000628,            0.000628
                 286,           0.0076201,           0.0050466,          0.00031356,             0.92272,             0.98044,             0.97364,              0.8887,            0.010106,           0.0071833,           0.0035347,            0.000595,            0.000595,            0.000595
                 287,           0.0079065,            0.005152,          0.00036092,             0.92395,             0.98045,             0.97471,             0.88883,            0.010101,           0.0071702,           0.0035161,            0.000562,            0.000562,            0.000562
                 288,           0.0078239,            0.005096,          0.00025788,             0.92497,             0.98102,             0.97525,             0.89018,             0.01008,           0.0071499,           0.0035144,            0.000529,            0.000529,            0.000529
                 289,           0.0077429,           0.0050463,          0.00038835,             0.92651,             0.98104,             0.97617,             0.89114,            0.010078,           0.0071344,           0.0035204,            0.000496,            0.000496,            0.000496
                 290,           0.0077692,           0.0049873,          0.00032432,             0.92643,             0.98127,             0.97863,             0.89422,            0.010078,           0.0071374,           0.0035223,            0.000463,            0.000463,            0.000463
                 291,           0.0077632,           0.0051384,          0.00031007,              0.9261,             0.98147,             0.97847,             0.89411,            0.010081,           0.0071294,            0.003518,             0.00043,             0.00043,             0.00043
                 292,           0.0077862,           0.0051007,          0.00025703,             0.92596,             0.98157,             0.97872,             0.89556,            0.010071,           0.0071309,           0.0035313,            0.000397,            0.000397,            0.000397
                 293,           0.0076708,           0.0052321,          0.00031911,             0.92589,             0.98173,             0.97888,             0.89421,            0.010073,           0.0071303,           0.0035471,            0.000364,            0.000364,            0.000364
                 294,            0.007694,            0.004898,          0.00032615,             0.92597,              0.9819,              0.9789,             0.89366,             0.01007,           0.0071266,           0.0035615,            0.000331,            0.000331,            0.000331
                 295,           0.0076677,           0.0051038,           0.0003503,             0.92636,             0.98197,             0.97887,               0.896,            0.010081,           0.0071234,           0.0035737,            0.000298,            0.000298,            0.000298
                 296,           0.0076338,           0.0049763,          0.00027172,             0.92676,               0.982,             0.97849,             0.89465,            0.010083,           0.0071208,           0.0035931,            0.000265,            0.000265,            0.000265
                 297,           0.0076049,            0.005154,          0.00024707,             0.92718,             0.98215,             0.97819,             0.89393,            0.010089,           0.0071328,           0.0036101,            0.000232,            0.000232,            0.000232
                 298,           0.0075492,           0.0049735,          0.00035293,             0.92742,             0.98214,             0.97788,             0.89321,            0.010099,           0.0071421,           0.0036253,            0.000199,            0.000199,            0.000199
                 299,           0.0075192,           0.0050033,          0.00029439,             0.92748,             0.98196,             0.97804,              0.8931,            0.010108,           0.0071423,           0.0036424,            0.000166,            0.000166,            0.000166
